,birthyear,author,title,pub_year
425,1876.0,Jack London,The Strength of the Strong,1911.0
426,,Ernest Bramah,The Wallet of Kai Lung,1900.0
427,,Ernest Bramah,The Mirror of Kong Ho,
428,1862.0,Joseph A. Altsheler,The Scouts of the Valley,
429,1713.0,Laurence Sterne,"The Life and Opinions of Tristram Shandy, Gentleman",1759.0
430,1835.0,Mark Twain,A Horse's Tale,1907.0
431,1860.0,Ernest Thompson Seton,Rolf in the Woods,1911.0
432,1876.0,Jack London,"Moon-Face, and Other Stories",
433,1872.0,Zane Grey,The Light of the Western Stars,
434,1869.0,Booth Tarkington,The Turmoil: A Novel,
435,1873.0,Stewart Edward White,The Riverman,
436,1866.0,H. G. Wells,The Research Magnificent,1915.0
437,1857.0,Joseph Conrad,Typhoon,1902.0
438,1843.0,Henry James,In the Cage,1898.0
439,1863.0,Anthony Hope,"Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim
Sequel to The Prisoner of Zenda",
440,1707.0,Henry Fielding,A Journey from This World to the Next,
441,1875.0,Edgar Rice Burroughs,The Chessmen of Mars,1922.0
442,1886.0,Hugh Lofting,The Voyages of Doctor Dolittle,1922.0
443,1890.0,Agatha Christie,The Secret Adversary,1922.0
444,1885.0,Sinclair Lewis,Babbitt,1922.0
445,1878.0,Eugène Brieux,"Damaged Goods
The great play ""Les avariés"" by Brieux, novelized with the approval of the author",
446,1869.0,Booth Tarkington,Penrod and Sam,1916.0
447,1883.0,Sax Rohmer,Fire-Tongue,
448,1876.0,Jack London,The Game,1905.0
449,1876.0,Jack London,Jerry of the Islands,1917.0
450,1876.0,Jack London,The Jacket (The Star-Rover),
451,1876.0,Jack London,Adventure,1911.0
452,1876.0,Jack London,The Iron Heel,1908.0
453,1846.0,Anna Katharine Green,A Strange Disappearance,1880.0
454,1861.0,Sara Jeannette Duncan,The Pool in the Desert,
455,1883.0,Sax Rohmer,Dope,
456,1883.0,Sax Rohmer,The Return of Dr. Fu-Manchu,
457,1847.0,Bram Stoker,The Lair of the White Worm,1911.0
458,1843.0,Henry James,The Jolly Corner,1908.0
459,1843.0,Henry James,The Coxon Fund,1894.0
460,1847.0,Louis de Rougemont,The Adventures of Louis de Rougemont,
461,1843.0,Henry James,Glasses,
462,1826.0,Rolf Boldrewood,"Robbery under Arms
A Story of Life and Adventure in the Bush and in the Australian Goldfields",
463,1863.0,Anthony Hope,Dolly Dialogues,
464,1871.0,B. M. Bower,Cabin Fever,
465,1871.0,B. M. Bower,The Flying U Ranch,
466,1856.0,H. Rider Haggard,Nada the Lily,1892.0
467,1876.0,Jack London,South Sea Tales,
468,1850.0,Lafcadio Hearn,Kwaidan: Stories and Studies of Strange Things,1904.0
469,1775.0,Jane Austen,Love and Freindship [sic],
470,1835.0,Mark Twain,The Man That Corrupted Hadleyburg,1899.0
471,1876.0,Mary Roberts Rinehart,The Street of Seven Stars,
472,1856.0,Kate Douglas Wiggin,"Penelope's Experiences in Scotland
Being Extracts from the Commonplace Book of Penelope Hamilton",
473,1877.0,Frank L. Packard,The Adventures of Jimmie Dale,1917.0
474,1867.0,Henry Lawson,On the Track,1900.0
475,1882.0,Virginia Woolf,Night and Day,1919.0
476,1905.0,Ayn Rand,Anthem,1938.0
477,1821.0,Gustave Flaubert,A Simple Soul,
478,,Charlotte Brontë,Jane Eyre: An Autobiography,
479,1872.0,Zane Grey,The Heritage of the Desert: A Novel,
480,1862.0,Edith Wharton,The Glimpses of the Moon,1922.0
481,1866.0,H. G. Wells,The Wheels of Chance: A Bicycling Idyll,1913.0
482,1874.0,Myrtle Reed,Lavender and Old Lace,1902.0
483,,Ernest Bramah,Kai Lung's Golden Hours,1922.0
484,1828.0,Jules Verne,The Mysterious Island,1874.0
485,1866.0,H. G. Wells,The Soul of a Bishop,1917.0
486,1857.0,Edna Lyall,The Autobiography of a Slander,
487,1878.0,John Masefield,"Martin Hyde, the Duke's Messenger",
488,1856.0,Kate Douglas Wiggin,"Penelope's English Experiences
Being Extracts from the Commonplace Book of Penelope Hamilton",
489,,Victor Appleton,Tom Swift and His Aerial Warship,1915.0
490,,Victor Appleton,Tom Swift Among the Diamond Makers,1911.0
491,,Victor Appleton,Tom Swift and His Wizard Camera,1912.0
492,,Victor Appleton,Tom Swift and His Air Scout,1919.0
493,1869.0,Ellis Parker Butler,"The Water Goats, and Other Troubles",
494,1859.0,Kenneth Grahame,Dream Days,
495,1812.0,Charles Dickens,Three Ghost Stories,
496,1821.0,Gustave Flaubert,Salammbo,
497,1821.0,Gustave Flaubert,Herodias,
498,1779.0,John Galt,The Provost,
499,1860.0,Owen Wister,The Virginian: A Horseman of the Plains,
500,1871.0,B. M. Bower,The Heritage of the Sioux,
501,1872.0,Zane Grey,Riders of the Purple Sage,1912.0
502,1853.0,Hall Caine,The Scapegoat,
503,1779.0,John Galt,"The Annals of the Parish
Or, the Chronicle of Dalmailing During the Ministry of the Rev. Micah Balwhidder",
504,1836.0,Bret Harte,Selected Stories of Bret Harte,
505,1867.0,Henry Lawson,Over the Sliprails,1900.0
506,1866.0,E. Phillips Oppenheim,The Malefactor,
507,1876.0,David Lindsay,A Voyage to Arcturus,1920.0
508,1862.0,Helen Bannerman,"The Story of Little Black Sambo, and The Story of Little Black Mingo",
509,1860.0,J. M. Barrie,Peter Pan in Kensington Gardens,1906.0
510,1859.0,Jerome K. Jerome,Paul Kelver,
511,1775.0,Jane Austen,Pride and Prejudice,1813.0
512,1860.0,Margaret Hill McCarter,A Master's Degree,
513,1828.0,Jules Verne,Off on a Comet! a Journey through Planetary Space,
514,1874.0,Lucy Maud Montgomery,Chronicles of Avonlea,
515,1857.0,Frank Thomas Bullen,"The Cruise of the ""Cachalot"" Round the World After Sperm Whales",
516,,Victor Appleton,Tom Swift and His Giant Cannon,1913.0
517,,Victor Appleton,Tom Swift and His Undersea Search,1920.0
518,,Victor Appleton,Tom Swift Among the Fire Fighters,1921.0
519,,Victor Appleton,Tom Swift and His Electric Locomotive,1922.0
520,1814.0,Charles Reade,The Cloister and the Hearth,
521,1839.0,1839-1908 Ouida,Findelkind,
522,1856.0,H. Rider Haggard,"When the World Shook
Being an Account of the Great Adventure of Bastin, Bickley and Arbuthnot",
523,1856.0,Kate Douglas Wiggin,New Chronicles of Rebecca,
524,1860.0,J. M. Barrie,The Little White Bird,1902.0
525,1771.0,Walter Scott,The Talisman,1825.0
526,1779.0,John Galt,The Ayrshire Legatees,
527,1860.0,Owen Wister,Lin McLean,
528,1860.0,Owen Wister,Lady Baltimore,
529,1860.0,Owen Wister,Mother,1907.0
530,1860.0,Owen Wister,Padre Ignacio,
531,1860.0,Owen Wister,"The Jimmyjohn Boss, and Other Stories",
532,1856.0,Kate Douglas Wiggin,Penelope's Irish Experiences,1901.0
533,1812.0,Charles Dickens,The Seven Poor Travellers,
534,1812.0,Charles Dickens,The Holly-Tree,
535,1803.0,Edward Bulwer Lytton Lytton,"Rienzi, the Last of the Roman Tribunes",
536,1812.0,Charles Dickens,Great Expectations,1861.0
537,1875.0,Edgar Rice Burroughs,Tarzan the Untamed,1920.0
538,1890.0,Christopher Morley,Where the Blue Begins,1923.0
539,1812.0,Charles Dickens,The Perils of Certain English Prisoners,
540,1812.0,Charles Dickens,A Message from the Sea,1860.0
541,1812.0,Charles Dickens,Tom Tiddler's Ground,
542,1812.0,Charles Dickens,Mrs. Lirriper's Lodgings,
543,1812.0,Charles Dickens,Mugby Junction,1866.0
544,1812.0,Charles Dickens,Mrs. Lirriper's Legacy,
545,1812.0,Charles Dickens,Going into Society,
546,1812.0,Wilkie Collins,No Thoroughfare,1867.0
547,,Maria Edgeworth,Castle Rackrent,1800.0
548,1888.0,Katherine Mansfield,"The Garden Party, and Other Stories",
549,1855.0,Olive Schreiner,Trooper Peter Halket of Mashonaland,1897.0
550,1824.0,Wilkie Collins,No Name,1862.0
551,1855.0,Olive Schreiner,Dreams,1900.0
552,1855.0,Olive Schreiner,The Story of an African Farm,1883.0
553,1866.0,E. Phillips Oppenheim,The Kingdom of the Blind,
554,1862.0,O. Henry,The Voice of the City: Further Stories of the Four Million,
555,1866.0,E. Phillips Oppenheim,The Illustrious Prince,
556,1876.0,Jack London,The Valley of the Moon,1913.0
557,1868.0,Eleanor H. Porter,Pollyanna,1913.0
558,1875.0,Rafael Sabatini,Mistress Wilding,
559,1855.0,Olive Schreiner,Dream Life and Real Life: A Little African Story,
560,1771.0,Walter Scott,The Black Dwarf,1816.0
561,1771.0,Walter Scott,A Legend of Montrose,1819.0
562,1857.0,George Gissing,The Private Papers of Henry Ryecroft,1903.0
563,1812.0,Charles Dickens,The Wreck of the Golden Mary,1856.0
564,1812.0,Charles Dickens,Some Christmas Stories,
565,1767.0,Maria Edgeworth,The Absentee,1812.0
566,1857.0,Joseph Conrad,Chance: A Tale in Two Parts,
567,1822.0,Thomas Hughes,Tom Brown's School Days,1857.0
568,,Chester K. Steele,The Golf Course Mystery,
569,1856.0,Kate Douglas Wiggin,A Cathedral Courtship,
570,1853.0,Howard Pyle,Men of Iron,
571,1864.0,Maurice Leblanc,The Crystal Stopper,
572,1803.0,Edward Bulwer Lytton Lytton,The Last Days of Pompeii,
573,1832.0,Horatio Alger,Frank's Campaign,
574,1862.0,Eden Phillpotts,The Grey Room,
575,1862.0,O. Henry,Options,
576,1850.0,Lloyd Osbourne,The Wrong Box,1889.0
577,1824.0,Wilkie Collins,Man and Wife,
578,1824.0,Wilkie Collins,The Black Robe,1881.0
579,1824.0,Wilkie Collins,A Rogue's Life,
580,1876.0,Mary Roberts Rinehart,The Amazing Interlude,
581,1862.0,O. Henry,Whirligigs,1910.0
582,1876.0,Mary Roberts Rinehart,The Breaking Point,
583,1885.0,Edna Ferber,Dawn O'Hara: The Girl Who Laughed,
584,1852.0,Henry Van Dyke,The Blue Flower,
585,1850.0,Lloyd Osbourne,The Ebb-Tide: A Trio And Quartette,
586,1882.0,James Stephens,The Crock of Gold,1912.0
587,1771.0,Walter Scott,Kenilworth,1821.0
588,1864.0,John Jacob Astor,A Journey in Other Worlds: A Romance of the Future,
589,1869.0,Booth Tarkington,"Seventeen
A Tale of Youth and Summer Time and the Baxter Family, Especially William",
590,1846.0,Julian Hawthorne,The Golden Fleece: A Romance,
591,1852.0,Mary Eleanor Wilkins Freeman,"The Wind in the Rose-Bush, and Other Stories of the Supernatural",
592,1864.0,Richard Harding Davis,The Lion and the Unicorn,
593,1824.0,Wilkie Collins,Miss or Mrs.?,
594,1824.0,Wilkie Collins,The Law and the Lady,1875.0
595,1824.0,Wilkie Collins,The New Magdalen,
596,1824.0,Wilkie Collins,The Two Destinies,
597,1824.0,Wilkie Collins,The Frozen Deep,1866.0
598,1824.0,Wilkie Collins,After Dark,1856.0
599,1824.0,Wilkie Collins,The Evil Genius: A Domestic Story,
600,1824.0,Wilkie Collins,My Lady's Money,
601,1824.0,Wilkie Collins,"""I Say No""",
602,1824.0,Wilkie Collins,Little Novels,
603,1822.0,Edward Everett Hale,"The Brick Moon, and Other Stories",
604,1864.0,Thomas Dixon,The Foolish Virgin,
605,1824.0,George MacDonald,Lilith: A Romance,
606,1862.0,O. Henry,Roads of Destiny,1909.0
607,1828.0,Jules Verne,"The Survivors of the Chancellor: Diary of J.R. Kazallon, Passenger",
608,1856.0,Bernard Shaw,An Unsocial Socialist,
609,1876.0,Jack London,The God of His Fathers: Tales of the Klondyke,
610,1859.0,Arthur Conan Doyle,The Adventures of Sherlock Holmes,1892.0
611,1857.0,Edna Lyall,"Derrick Vaughan, Novelist",
612,1771.0,Walter Scott,My Aunt Margaret's Mirror,
613,1771.0,Walter Scott,"The Tapestried Chamber, and Death of the Laird's Jock",
614,1876.0,Mary Roberts Rinehart,When a Man Marries,
615,,Burbank L. Todd,Hiram the Young Farmer,
616,1868.0,Gaston Leroux,The Mystery of the Yellow Room,1907.0
617,1868.0,Gaston Leroux,The Secret of the Night,1914.0
618,1856.0,H. Rider Haggard,Marie: An Episode in the Life of the Late Allan Quatermain,
619,1870.0,Mary Johnston,1492,
620,1876.0,Mary Roberts Rinehart,Dangerous Days,
621,1874.0,G. K. Chesterton,The Man Who Was Thursday: A Nightmare,
622,1874.0,G. K. Chesterton,The Club of Queer Trades,1905.0
623,1866.0,E. Phillips Oppenheim,The Vanished Messenger,
624,1856.0,Kate Douglas Wiggin,The Story of Waitstill Baxter,
625,1866.0,E. W. Hornung,Dead Men Tell No Tales,
626,1857.0,George Gissing,New Grub Street,1891.0
627,1856.0,H. Rider Haggard,Child of Storm,1913.0
628,1857.0,Joseph Conrad,The Rescue: A Romance of the Shallows,
629,1852.0,Mary Eleanor Wilkins Freeman,"The Copy-Cat, and Other Stories",
630,1874.0,G. K. Chesterton,Manalive,1912.0
631,1874.0,G. K. Chesterton,The Man Who Knew Too Much,1922.0
632,1874.0,G. K. Chesterton,The Trees of Pride,1922.0
633,1871.0,B. M. Bower,Cow-Country,
634,1856.0,H. Rider Haggard,Finished,1917.0
635,1862.0,O. Henry,Heart of the West,1907.0
636,1876.0,Jack London,"Michael, Brother of Jerry",1917.0
637,,Richard Harding Davis,The Red Cross Girl,
638,1866.0,H. G. Wells,The Secret Places of the Heart,1922.0
639,1871.0,B. M. Bower,The Flying U's Last Stand,
640,1877.0,Frank L. Packard,The White Moll,
641,1866.0,H. G. Wells,Twelve Stories and a Dream,1903.0
642,1881.0,Natalie Sumner Lincoln,The Red Seal,
643,1832.0,Emile Gaboriau,Other People's Money,
644,1836.0,Thomas Bailey Aldrich,The Cruise of the Dolphin,
645,1836.0,Thomas Bailey Aldrich,Marjorie Daw,
646,1864.0,Richard Harding Davis,The Man Who Could Not Lose,
647,1864.0,Richard Harding Davis,My Buried Treasure,
648,1864.0,Richard Harding Davis,The Consul,
649,1864.0,Richard Harding Davis,The Nature Faker,
650,1864.0,Richard Harding Davis,Billy and the Big Stick,
651,1871.0,William MacLeod Raine,Wyoming: A Story of the Outdoor West,
652,,O. Henry,The Gentle Grafter,1908.0
653,1864.0,Richard Harding Davis,The Frame Up,
654,1864.0,Richard Harding Davis,The Lost House,
655,1864.0,Richard Harding Davis,"The Log of the ""Jolly Polly""",
656,1871.0,William MacLeod Raine,Bucky O'Connor: A Tale of the Unfenced Border,
657,1884.0,Earl Derr Biggers,The Agony Column,1916.0
658,1853.0,Ruth Ogden,Tattine,
659,1864.0,Richard Harding Davis,A Question of Latitude,
660,1864.0,Richard Harding Davis,The Spy,
661,1864.0,Richard Harding Davis,The Messengers,
662,1864.0,Richard Harding Davis,A Wasted Day,
663,1864.0,Richard Harding Davis,A Charmed Life,
664,1864.0,Richard Harding Davis,The Amateur,
665,1864.0,Richard Harding Davis,The Make-Believe Man,
666,1864.0,Richard Harding Davis,Peace Manoeuvres,
667,1874.0,Thornton W. Burgess,The Adventures of Reddy Fox,
668,1771.0,Walter Scott,"Chronicles of the Canongate, 1st Series",
669,,Mary Murdoch; Miller Mason,Mae Madden,
670,1835.0,Mark Twain,The Prince and the Pauper,1881.0
671,1865.0,Emma Wolf,Other Things Being Equal,
672,1871.0,Theodore Dreiser,The Financier: A Novel,
673,1864.0,Richard Harding Davis,"Vera, the Medium",1908.0
674,1872.0,Max Beerbohm,Zuleika Dobson,1911.0
675,1871.0,William MacLeod Raine,The Vision Splendid,
676,1856.0,H. Rider Haggard,Montezuma's Daughter,1893.0
677,1866.0,E. Phillips Oppenheim,The Yellow Crayon,
678,1846.0,Anna Katharine Green,The Woman in the Alcove,
679,1862.0,L. Adams Beck,The ninth vibration and other stories,
680,1846.0,Anna Katharine Green,Initials Only,1911.0
681,1865.0,Rudyard Kipling,Plain Tales from the Hills,1888.0
682,1819.0,Charles Kingsley,"Westward Ho! Or, The Voyages and Adventures of Sir Amyas Leigh, Knight, of Burrough, in the County of Devon, in the Reign of Her Most Glorious Majesty Queen Elizabeth",
683,,Kate Douglas Wiggin,The Diary of a Goose Girl,
684,1856.0,Kate Douglas Wiggin,Penelope's Postscripts,
685,1876.0,Mary Roberts Rinehart,The Man in Lower Ten,
686,1882.0,A. A. Milne,The Red House Mystery,1922.0
687,1858.0,E. Nesbit,The Railway Children,
688,1862.0,Elia Wilkinson Peattie,Painted Windows,
689,1862.0,Elia Wilkinson Peattie,The Shape of Fear,
690,1862.0,Elia Wilkinson Peattie,A Mountain Woman,
691,1866.0,E. Phillips Oppenheim,A Millionaire of Yesterday,1900.0
692,1872.0,Zane Grey,The Call of the Canyon,
693,1872.0,Zane Grey,The Young Forester,
694,1872.0,E. R. Punshon,The Bittermeads Mystery,
695,1835.0,Mark Twain,"Extracts from Adam's Diary, translated from the original ms.",
696,1824.0,Wilkie Collins,Armadale,1866.0
697,1892.0,Max Brand,The Seventh Man,
698,1856.0,Kate Douglas Wiggin,The Old Peabody Pew: A Christmas Romance of a Country Church,
699,1755.0,Dorothy Kilner,The Life and Perambulations of a Mouse,
700,1710.0,Sarah Fielding,The Governess,
701,1835.0,Samuel Butler,Erewhon,1872.0
702,1871.0,B. M. Bower,Rowdy of the Cross L,
703,1871.0,B. M. Bower,Her Prairie Knight,
704,1871.0,Harold MacGrath,The Drums of Jeopardy,
705,1804.0,Nathaniel Hawthorne,"The Great Stone Face, and Other Tales of the White Mountains",
706,1824.0,Wilkie Collins,The Queen of Hearts,
707,1856.0,H. Rider Haggard,Long Odds,
708,1866.0,E. Phillips Oppenheim,The Zeppelin's Passenger,
709,1811.0,William Makepeace Thackeray,The History of Samuel Titmarsh and the Great Hoggarty Diamond,
710,1811.0,William Makepeace Thackeray,The Tremendous Adventures of Major Gahagan,
711,1865.0,Rudyard Kipling,The Second Jungle Book,1895.0
712,1836.0,Thomas Bailey Aldrich,The Story of a Bad Boy,1870.0
713,1803.0,Edward Bulwer Lytton Lytton,The Coming Race,
714,1860.0,Charlotte Perkins Gilman,The Yellow Wallpaper,
715,1876.0,Mary Roberts Rinehart,Sight Unseen,
716,1876.0,Mary Roberts Rinehart,The Confession,
717,1875.0,Rafael Sabatini,Captain Blood,1922.0
718,1875.0,John Buchan,The Path of the King,1921.0
719,1811.0,William Makepeace Thackeray,Catherine: A Story,
720,1876.0,Mary Roberts Rinehart,A Poor Wise Man,
721,1824.0,Wilkie Collins,The Legacy of Cain,1889.0
722,1866.0,E. Phillips Oppenheim,Peter Ruff and the Double Four,
723,,Percy Addleshaw,Stories by English Authors: Africa (Selected by Scribners),
724,1811.0,William Makepeace Thackeray,Men's Wives,1852.0
725,1628.0,John Bunyan,Life and Death of Mr. Badman,
726,1859.0,Andy Adams,The Outlet,
727,1811.0,William Makepeace Thackeray,The Bedford-Row Conspiracy,
728,1894.0,Aldous Huxley,Crome Yellow,1921.0
729,1881.0,P. G. Wodehouse,Piccadilly Jim,1917.0
730,1824.0,Wilkie Collins,A Fair Penitent,
731,1857.0,Edna Lyall,We Two: A Novel,
732,1834.0,Frank Richard Stockton,Rudder Grange,
733,1868.0,Marie Belloc Lowndes,The Lodger,
734,1875.0,Edgar Rice Burroughs,Tarzan the Terrible,1921.0
735,1857.0,Joseph Conrad,Nostromo: A Tale of the Seaboard,
736,1878.0,Jeffery Farnol,My Lady Caprice,
737,1883.0,Sax Rohmer,The Yellow Claw,1915.0
738,1870.0,J. Breckenridge Ellis,Lahoma,
739,1881.0,Eleanor Farjeon,Martin Pippin in the Apple Orchard,1921.0
740,1771.0,Walter Scott,Waverley,1814.0
741,,Mary [Contributor]; Douglas Beaumont,Stories by English Authors: The Orient (Selected by Scribners),
742,1859.0,Jerome K. Jerome,Novel Notes,
743,,Egerton Castle,The Lock and Key Library: Classic Mystery and Detective Stories: Modern English,
744,1785.0,Thomas De Quincey,Confessions of an English Opium-Eater,1822.0
745,1783.0,Washington Irving,The Sketch-Book of Geoffrey Crayon,
746,,Daniel Defoe,"Dickory Cronke: The Dumb Philosopher, or, Great Britain's Wonder",
747,1872.0,Zane Grey,The Last of the Plainsmen,
748,1889.0,Donn Byrne,Messer Marco Polo,
749,1862.0,John Fox,The Little Shepherd of Kingdom Come,1903.0
750,,William Beckford,The History of Caliph Vathek,
751,1871.0,B. M. Bower,The Trail of the White Mule,
752,1873.0,Howard Roger Garis,Dick Hamilton's Airship,
753,1872.0,Zane Grey,Wildfire,
754,1870.0,Joseph Crosby Lincoln,Keziah Coffin,
755,1872.0,Zane Grey,To the Last Man,1921.0
756,1867.0,E. F. Benson,Michael,
757,1785.0,Thomas Love Peacock,Crotchet Castle,1831.0
758,1804.0,Nathaniel Hawthorne,The Blithedale Romance,1852.0
759,1828.0,Jules Verne,In Search of the Castaways,1864.0
760,1835.0,Samuel Butler,The Way of All Flesh,1903.0
761,1868.0,E. V. Lucas,The Slowcoach,
762,,William Wells Brown,Clotelle: A Tale of the Southern States,
763,1859.0,Arthur Conan Doyle,The Sign of the Four,1890.0
764,1866.0,E. W. Hornung,A Thief in the Night: A Book of Raffles' Adventures,
765,1883.0,Sax Rohmer,The Quest of the Sacred Slipper,
766,1737.0,Bernardin de Saint-Pierre,Paul and Virginia,
767,,Maria Edgeworth,"Murad the Unlucky, and Other Tales",
768,,F. Anstey,Stories by English Authors: London (Selected by Scribners),
769,1862.0,O. Henry,Strictly Business: More Stories of the Four Million,
770,1827.0,Lew Wallace,Ben-Hur: A tale of the Christ,
771,,Edgar Allan Poe,The Works of Edgar Allan Poe — Volume 1,
772,1809.0,Edgar Allan Poe,The Works of Edgar Allan Poe — Volume 2,
773,1809.0,Edgar Allan Poe,The Works of Edgar Allan Poe — Volume 3,
774,1809.0,Edgar Allan Poe,The Works of Edgar Allan Poe — Volume 4,
775,1809.0,Edgar Allan Poe,The Works of Edgar Allan Poe — Volume 5,
776,1876.0,Jack London,Island Tales / On the Makaloa Mat,
777,1810.0,Elizabeth Gaskell,Mary Barton,1848.0
778,1855.0,Frank Frankfort Moore,Phyllis of Philistia,1895.0
779,1815.0,Anthony Trollope,The Prime Minister,1875.0
780,1721.0,T. Smollett,The Expedition of Humphry Clinker,
781,1865.0,Rudyard Kipling,The Bridge-Builders,
782,1813.0,Susan Fenimore Cooper,The Lumley Autograph,
783,1819.0,George Eliot,The Lifted Veil,1859.0
784,1856.0,H. Rider Haggard,King Solomon's Mines,1885.0
785,1819.0,George Eliot,Brother Jacob,
786,,A. Maynard Barbour,That Mainwaring Affair,
787,1836.0,Bret Harte,Thankful Blossom,
788,1836.0,Bret Harte,By Shore and Sedge,
789,1836.0,Bret Harte,Drift from Two Shores,
790,1836.0,Bret Harte,In a Hollow of the Hills,
791,1804.0,Nathaniel Hawthorne,The Marble Faun,
792,1804.0,Nathaniel Hawthorne,The Marble Faun,
793,1836.0,Bret Harte,Maruja,
794,1865.0,Rudyard Kipling,"""Captains Courageous"": A Story of the Grand Banks",
795,1879.0,G. Harvey Ralphson,Boy Scouts in Mexico,
796,1867.0,John Galsworthy,The Dark Flower,
797,1836.0,Bret Harte,A Ward of the Golden Gate,
798,,Rudyard Kipling,"""Captains Courageous"": A Story of the Grand Banks",
799,1865.0,Rudyard Kipling,Kim,1901.0
800,1865.0,Rudyard Kipling,Soldiers Three - Part 2,
801,1859.0,Jerome K. Jerome,All Roads Lead to Calvary,1919.0
802,1859.0,Jerome K. Jerome,"Sketches in Lavender, Blue and Green",
803,1838.0,Edward Payson Roe,He Fell in Love with His Wife,
804,,Victor Appleton,Tom Swift and His Motor-Boat,
805,1789.0,James Fenimore Cooper,The Pioneers,1823.0
806,1770.0,James Hogg,The Private Memoirs and Confessions of a Justified Sinner,1824.0
807,1836.0,Bret Harte,Condensed Novels,
808,1836.0,Bret Harte,A Waif of the Plains,1890.0
809,1836.0,Bret Harte,A Millionaire of Rough-and-Ready,
