,birthyear,author,title,pub_year
1675,1864.0,Richard Harding Davis,Gallegher and Other Stories,1891.0
1676,1771.0,Walter Scott,Peveril of the Peak,1823.0
1677,1878.0,Upton Sinclair,Samuel the Seeker,
1678,1868.0,Eleanor H. Porter,"Oh, Money! Money! A Novel",
1679,1866.0,George Barr McCutcheon,Mr. Bingle,
1680,1878.0,Upton Sinclair,Love's Pilgrimage: A Novel,
1681,1866.0,George Barr McCutcheon,Jane Cable,1906.0
1682,1846.0,Richard Savage,A Fascinating Traitor: An Anglo-Indian Story,
1683,1824.0,George MacDonald,"Thomas Wingfold, Curate",
1684,1832.0,Horatio Alger,Bound to Rise,
1685,1870.0,Joseph Crosby Lincoln,Kent Knowles: Quahaug,
1686,1888.0,T. S. Eliot,Eeldrop and Appleplex,
1687,1832.0,Horatio Alger,Walter Sherwood's Probation,
1688,,Walter Scott,Waverley,1814.0
1689,1771.0,Walter Scott,Guy Mannering,1815.0
1690,1823.0,Charlotte Mary Yonge,Under the Storm,1887.0
1691,1823.0,Charlotte Mary Yonge,The Two Sides of the Shield,
1692,1852.0,Henry Van Dyke,The Valley of Vision : A Book of Romance and Some Half-Told Tales,
1693,1846.0,Richard Savage,The Little Lady of Lagunitas: A Franco-Californian Romance,
1694,1806.0,William Gilmore Simms,Charlemont,
1695,1866.0,George Barr McCutcheon,Viola Gwyn,
1696,1866.0,George Barr McCutcheon,West Wind Drift,
1697,1864.0,Richard Harding Davis,Captain Macklin: His Memoirs,
1698,1885.0,Edna Ferber,"Roast Beef, Medium: The Business Adventures of Emma McChesney",
1699,1880.0,Peter B. Kyne,Cappy Ricks Retires: But That Doesn't Keep Him from Coming Back Stronger Than Ever,
1700,1831.0,William Hale White,Catharine Furze,
1701,1852.0,George Moore,Spring Days,
1702,1864.0,Thomas Dixon,The One Woman: A Story of Modern Utopia,
1703,,John Banim,Stories by English Authors: Ireland,
1704,1866.0,George Barr McCutcheon,Quill's Window,
1705,1866.0,George Barr McCutcheon,The Hollow of Her Hand,
1706,1834.0,William Morris,"The Roots of the Mountains
Wherein Is Told Somewhat of the Lives of the Men of Burgdale, Their Friends, Their Neighbours, Their Foemen, and Their Fellows in Arms",
1707,1856.0,H. Rider Haggard,Stella Fregelius: A Tale of Three Destinies,
1708,1752.0,Fanny Burney,"Evelina, Or, the History of a Young Lady's Entrance into the World",
1709,1858.0,Will N. Harben,The Desired Woman,
1710,1806.0,William Gilmore Simms,Confession,1841.0
1711,1848.0,Grant Allen,Philistia,
1712,1879.0,Talbot Mundy,King--of the Khyber Rifles: A Romance of Adventure,
1713,1856.0,H. Rider Haggard,"Smith and the Pharaohs, and other Tales",
1714,1795.0,John William Polidori,The Vampyre; a Tale,2009.0
1715,1862.0,Joseph A. Altsheler,The Scouts of Stonewall: The Story of the Great Valley Campaign,
1716,1707.0,Henry Fielding,Amelia,1751.0
1717,1796.0,Thomas Chandler Haliburton,Nature and Human Nature,
1718,1866.0,George Barr McCutcheon,The Rose in the Ring,1910.0
1719,1864.0,A. B. Paterson,An Outback Marriage: A Story of Australian Life,
1720,1865.0,Rudyard Kipling,Soldiers Three,1899.0
1721,1689.0,Samuel Richardson,"Pamela, or Virtue Rewarded",
1722,1834.0,Frank Richard Stockton,The Great Stone of Sardis,
1723,1846.0,William H. Maher,"A Man of Samples. Something about the men he met ""On the Road""",
1724,1840.0,George W. Peck,Peck's Bad Boy with the Cowboys,
1725,1854.0,L. T. Meade,A Girl of the People,
1726,1785.0,Thomas De Quincey,Narrative and Miscellaneous Papers,
1727,1832.0,Horatio Alger,Herbert Carter's Legacy,
1728,1862.0,Gilbert Parker,Pierre and His People: Tales of the Far North. Complete,
1729,1862.0,Gilbert Parker,A Romany of the Snows,
1730,1862.0,Gilbert Parker,Northern Lights,
1731,1862.0,Gilbert Parker,Mrs. Falchion,
1732,1862.0,Gilbert Parker,Cumner's Son and Other South Sea Folk,
1733,1862.0,Gilbert Parker,When Valmond Came to Pontiac: The Story of a Lost Napoleon. Complete,
1734,1862.0,Gilbert Parker,The Translation of a Savage,
1735,1862.0,Gilbert Parker,The Pomp of the Lavilettes,
1736,1862.0,Gilbert Parker,At the Sign of the Eagle,
1737,1862.0,Gilbert Parker,The Trespasser,
1738,1862.0,Gilbert Parker,The March of the White Guard,
1739,1862.0,Gilbert Parker,The Lane That Had No Turning,
1740,1862.0,Gilbert Parker,Parables of a Province,
1741,1862.0,Gilbert Parker,The Right of Way,
1742,1862.0,Gilbert Parker,Michel and Angele [A Ladder of Swords],
1743,1862.0,Gilbert Parker,John Enderby,
1744,1862.0,Gilbert Parker,There Is Sorrow on the Sea,
1745,1862.0,Gilbert Parker,"Donovan Pasha, and Some People of Egypt",
1746,1862.0,Gilbert Parker,The Weavers: a tale of England and Egypt of fifty years ago - Complete,
1747,1862.0,Gilbert Parker,The Money Master,
1748,1862.0,Gilbert Parker,The World for Sale,
1749,1862.0,Gilbert Parker,You Never Know Your Luck; being the story of a matrimonial deserter. Complete,
1750,1862.0,Gilbert Parker,Wild Youth,
1751,1862.0,Gilbert Parker,No Defense,
1752,1862.0,Gilbert Parker,Carnac's Folly,
1753,,Laura Lee; Smith Hope,The Story of a Bold Tin Soldier,
1754,1819.0,Charles Kingsley,Hypatia — or New Foes with an Old Face,
1755,,Anna Balmer Myers,Amanda: A Daughter of the Mennonites,
1756,1823.0,Charlotte Mary Yonge,The Pillars of the House,
1757,1752.0,Fanny Burney,Cecilia,
1758,1878.0,Will Levington Comfort,Red Fleece,
1759,1866.0,George Barr McCutcheon,The Prince of Graustark,
1760,1825.0,R. M. Ballantyne,Snowflakes and Sunbeams,
1761,1896.0,John Dos Passos,Three Soldiers,1921.0
1762,1824.0,George MacDonald,Warlock o' Glenwarlock: A Homely Romance,
1763,1836.0,Bret Harte,"The Luck of Roaring Camp and Other Tales
With Condensed Novels, Spanish and American Legends, and Earlier Papers",
1764,1857.0,Joseph Conrad,Victory: An Island Tale,
1765,1883.0,Sax Rohmer,Bat Wing,1921.0
1766,1869.0,Booth Tarkington,Harlequin and Columbine,
1767,1771.0,Walter Scott,The Monastery,1820.0
1768,1771.0,Walter Scott,The Abbot,1820.0
1769,1880.0,A. S. M. Hutchinson,Once Aboard the Lugger-- The History of George and his Mary,
1770,1880.0,A. S. M. Hutchinson,This Freedom,
1771,,Daniel Defoe,"The Life, Adventures & Piracies of the Famous Captain Singleton",
1772,1771.0,Walter Scott,The Surgeon's Daughter,
1773,1863.0,Arthur Quiller-Couch,"The Splendid Spur
Being Memoirs of the Adventures of Mr. John Marvel, a Servant of His Late Majesty King Charles I, in the Years 1642-3",
1774,1789.0,James Fenimore Cooper,The Prairie,1827.0
1775,1824.0,George William Curtis,The Potiphar Papers,
1776,1876.0,Jack London,The Little Lady of the Big House,1916.0
1777,,Charles Amory Beach,Air Service Boys in the Big Battle,
1778,1832.0,Horatio Alger,Facing the World,
1779,1829.0,S. Weir Mitchell,"Hugh Wynne, Free Quaker
Sometime Brevet Lieutenant-Colonel on the Staff of his Excellency General Washington",
1780,1771.0,Walter Scott,The Betrothed,1825.0
1781,1890.0,Charles Franklin Carter,Old Mission Stories of California,
1782,1862.0,Henry Seton Merriman,The Grey Lady,
1783,1890.0,Samuel E. Lowe,In the Court of King Arthur,
1784,1707.0,Henry Fielding,"History of Tom Jones, a Foundling",
1785,1864.0,Robert Hichens,December Love,
1786,1792.0,Frederick Marryat,Mr. Midshipman Easy,1912.0
1787,1851.0,Garrett Putman Serviss,Curiosities of the Sky,
1788,1870.0,Alice Caldwell Hegan Rice,A Romance of Billy-Goat Hill,
1789,1876.0,Percy Keese Fitzhugh,Tom Slade : Boy Scout of the Moving Pictures,
1790,1830.0,Charlotte Selina Bompas,"Owindia : a true tale of the MacKenzie River Indians, North-West America",
1791,1839.0,Mrs. Molesworth,Rosy,
1792,1819.0,George Eliot,The Mill on the Floss,1860.0
1793,1743.0,Lucy Aikin,"The Swiss Family Robinson, Told in Words of One Syllable",
1794,1896.0,F. Scott Fitzgerald,Tales of the Jazz Age,1922.0
1795,1833.0,James De Mille,A Strange Manuscript Found in a Copper Cylinder,1888.0
1796,1878.0,James Oliver Curwood,Isobel : A Romance of the Northern Trail,
1797,,Roy Rockwood,Through Space to Mars,
1798,1870.0,Joseph Crosby Lincoln,Cap'n Dan's Daughter,
1799,1877.0,Elizabeth Cooper,Drusilla with a Million,
1800,1802.0,Selina Bunbury,"Fanny, the Flower-Girl",
1801,1721.0,T. Smollett,The Adventures of Sir Launcelot Greaves,
1802,1721.0,T. Smollett,The Adventures of Ferdinand Count Fathom — Volume 01,
1803,1721.0,T. Smollett,The Adventures of Ferdinand Count Fathom — Volume 02,
1804,1721.0,T. Smollett,The Adventures of Ferdinand Count Fathom,
1805,1856.0,H. Rider Haggard,The People of the Mist,1894.0
1806,1759.0,Friedrich Schiller,The Ghost-Seer,1787.0
1807,1866.0,George Barr McCutcheon,Beverly of Graustark,
1808,1831.0,Amelia E. Barr,The Hallam Succession,
1809,,1865- Vera,The Doctor's Daughter,
1810,1873.0,Howard Roger Garis,The Curlytops at Uncle Frank's Ranch,
1811,1825.0,R. D. Blackmore,Mary Anerley: A Yorkshire Tale,
1812,1881.0,P. G. Wodehouse,The Little Warrior,
1813,1858.0,Randall Parrish,My Lady of the North,
1814,1880.0,Joseph Hergesheimer,Cytherea,
1815,1827.0,Lew Wallace,The Prince of India,
1816,1827.0,Lew Wallace,The Prince of India,
1817,1840.0,Rosa Nouchette Carey,Esther : a book for girls,
1818,,Alice B. Emerson,Betty Gordon in Washington,
1819,,Josephine Chase,Grace Harlowe's Second Year at Overton College,
1820,1881.0,Jane Abbott,Keineth,
1821,1868.0,Arthur Colton,The Belted Seas,
1822,1871.0,Samuel Hopkins Adams,Average Jones,
1823,1841.0,James Baldwin,The Story of Siegfried,
1824,1873.0,Ellen Anderson Gholson Glasgow,The Battle Ground,
1825,1881.0,P. G. Wodehouse,The Head of Kay's,1905.0
1826,1881.0,P. G. Wodehouse,The Gold Bat,1904.0
1827,1891.0,Hildegard G. Frey,The Camp Fire Girls Go Motoring,
1828,1792.0,Frederick Marryat,The Little Savage,
1829,,Graham B. Forbes,The boys of Columbia High on the gridiron,
1830,1854.0,L. T. Meade,The Children's Pilgrimage,
1831,1850.0,Edward Bellamy,Miss Ludington's Sister,
1832,1879.0,John Henry Goldfrap,The Boy Aviators in Africa,
1833,1840.0,Edward Sylvester Ellis,The Lost Trail,
1834,1863.0,H. L. Sayler,"The Air Ship Boys : Or, the Quest of the Aztec Treasure",
1835,1847.0,Mary Hartwell Catherwood,Old Caravan Days,
1836,1813.0,Christopher Pearse Cranch,The Last of the Huggermuggers,
1837,1855.0,Marie Corelli,Temporal Power: A Study in Supremacy,
1838,1881.0,P. G. Wodehouse,The White Feather,1907.0
1839,,Lucy Aikin,Robinson Crusoe — in Words of One Syllable,
1840,1771.0,Walter Scott,"Old Mortality, Volume 1.",
1841,1771.0,Walter Scott,"Old Mortality, Volume 2.",
1842,1771.0,Walter Scott,Old Mortality,1816.0
1843,1771.0,Walter Scott,"The Heart of Mid-Lothian, Volume 1",
1844,1771.0,Walter Scott,"The Heart of Mid-Lothian, Volume 2",
1845,1771.0,Walter Scott,The Heart of Mid-Lothian,
1846,1795.0,Daniel P. Thompson,The Rangers,
1847,1832.0,G. A. Henty,By Pike and Dyke: a Tale of the Rise of the Dutch Republic,
1848,1832.0,G. A. Henty,By England's Aid,
1849,1825.0,Mary Jane Holmes,Aikenside,
1850,1842.0,Harry Castlemon,Frank on the Lower Mississippi,
1851,1862.0,Henry Seton Merriman,Tomaso's Fortune and Other Stories,
1852,1881.0,P. G. Wodehouse,Tales of St. Austin's,
1853,1881.0,P. G. Wodehouse,The Pothunters,1902.0
1854,1881.0,P. G. Wodehouse,A Prefect's Uncle,1903.0
1855,1868.0,Eleanor H. Porter,Across the Years,
1856,1865.0,M. P. Shiel,The Lord of the Sea,
1857,1771.0,Walter Scott,The Antiquary — Volume 01,
1858,1771.0,Walter Scott,The Antiquary — Volume 02,
1859,1771.0,Walter Scott,The Antiquary,1816.0
1860,1832.0,G. A. Henty,Bonnie Prince Charlie : a Tale of Fontenoy and Culloden,
1861,1865.0,Grace Livingston Hill,The City of Fire,
1862,1771.0,Walter Scott,Rob Roy — Volume 01,
1863,1771.0,Walter Scott,Rob Roy — Volume 02,
1864,1771.0,Walter Scott,Rob Roy,1817.0
1865,,Mabel Hale,The Hero of Hill House,
1866,1832.0,G. A. Henty,Beric the Briton : a Story of the Roman Invasion,
1867,1876.0,Sherwood Anderson,Marching Men,1917.0
1868,1878.0,Mary Grant Bruce,Back to Billabong,
1869,1881.0,P. G. Wodehouse,"The Swoop! or, How Clarence Saved England: A Tale of the Great Invasion",
1870,1850.0,Edward Bellamy,Dr. Heidenhoff's Process,1880.0
1871,1832.0,G. A. Henty,A March on London: Being a Story of Wat Tyler's Insurrection,
1872,1831.0,Amelia E. Barr,A Daughter of Fife,
1873,1867.0,Henry Lawson,Children of the Bush,
1874,1832.0,G. A. Henty,The Treasure of the Incas: A Story of Adventure in Peru,
1875,1872.0,Rupert Hughes,We Can't Have Everything: A Novel,
1876,,Isabel Meredith,A Girl Among the Anarchists,
1877,1628.0,Lucy Aikin,The Pilgrim's Progress in Words of One Syllable,
1878,,Daniel Defoe,The Consolidator,
1879,1835.0,Mark Twain,"Adventures of Huckleberry Finn, Chapters 01 to 05",
1880,1835.0,Mark Twain,"Adventures of Huckleberry Finn, Chapters 06 to 10",
1881,1835.0,Mark Twain,"Adventures of Huckleberry Finn, Chapters 11 to 15",
1882,1835.0,Mark Twain,"Adventures of Huckleberry Finn, Chapters 16 to 20",
1883,1835.0,Mark Twain,"Adventures of Huckleberry Finn, Chapters 21 to 25",
1884,1835.0,Mark Twain,"Adventures of Huckleberry Finn, Chapters 26 to 30",
1885,1835.0,Mark Twain,"Adventures of Huckleberry Finn, Chapters 31 to 35",
1886,1835.0,Mark Twain,"Adventures of Huckleberry Finn, Chapters 36 to the Last",
1887,1825.0,R. D. Blackmore,Erema,
1888,1843.0,Henry James,What Maisie Knew,1897.0
1889,1824.0,George MacDonald,Malcolm,
1890,1841.0,W. H. Hudson,"The Purple Land
Being the Narrative of One Richard Lamb's Adventures in The Banda Orientál, in South America, as Told By Himself",
1891,1837.0,William Dean Howells,Suburban Sketches,
1892,,Lawrence J. Leslie,The Strange Cabin on Catamount Island,
1893,1867.0,Henry Lawson,While the Billy Boils,
1894,1752.0,Fanny Burney,Cecilia,
1895,1752.0,Fanny Burney,Cecilia,
1896,1856.0,Frank Harris,Elder Conklin and Other Stories,1895.0
1897,1835.0,Mark Twain,"The Prince and the Pauper, Part 1.",
1898,1835.0,Mark Twain,"The Prince and the Pauper, Part 2.",
1899,1835.0,Mark Twain,"The Prince and the Pauper, Part 3.",
1900,1835.0,Mark Twain,"The Prince and the Pauper, Part 4.",
1901,1835.0,Mark Twain,"The Prince and the Pauper, Part 5.",
1902,1835.0,Mark Twain,"The Prince and the Pauper, Part 6.",
1903,1835.0,Mark Twain,"The Prince and the Pauper, Part 7.",
1904,1835.0,Mark Twain,"The Prince and the Pauper, Part 8.",
1905,1835.0,Mark Twain,"The Prince and the Pauper, Part 9.",
1906,1880.0,Joseph Hergesheimer,Linda Condon,
1907,1824.0,George MacDonald,The Marquis of Lossie,1877.0
1908,1797.0,Samuel Lover,Handy Andy: A Tale of Irish Life. Volume 2,
1909,,Nathaniel Hawthorne,Doctor Grimshawe's Secret — a Romance,
1910,1823.0,Charlotte Mary Yonge,Modern Broods,
1911,1835.0,Mark Twain,"The Adventures of Tom Sawyer, Part 1.",
1912,1835.0,Mark Twain,"The Adventures of Tom Sawyer, Part 2.",
1913,1835.0,Mark Twain,"The Adventures of Tom Sawyer, Part 3.",
1914,1835.0,Mark Twain,"The Adventures of Tom Sawyer, Part 4.",
1915,1835.0,Mark Twain,"The Adventures of Tom Sawyer, Part 5.",
1916,1835.0,Mark Twain,"The Adventures of Tom Sawyer, Part 6.",
1917,1835.0,Mark Twain,"The Adventures of Tom Sawyer, Part 7.",
1918,1835.0,Mark Twain,"The Adventures of Tom Sawyer, Part 8.",
1919,1890.0,Christopher Morley,Kathleen,
1920,1832.0,G. A. Henty,"Rujub, the Juggler",1893.0
1921,1854.0,L. T. Meade,Light O' the Morning: The Story of an Irish Girl,
1922,,Stephen Crane,"Men, Women, and Boats",
1923,1835.0,Mark Twain,"A Connecticut Yankee in King Arthur's Court, Part 1.",
1924,1835.0,Mark Twain,"A Connecticut Yankee in King Arthur's Court, Part 2.",
1925,1835.0,Mark Twain,"A Connecticut Yankee in King Arthur's Court, Part 3.",
1926,1835.0,Mark Twain,"A Connecticut Yankee in King Arthur's Court, Part 4.",
1927,1835.0,Mark Twain,"A Connecticut Yankee in King Arthur's Court, Part 5.",
1928,1835.0,Mark Twain,"A Connecticut Yankee in King Arthur's Court, Part 6.",
1929,1835.0,Mark Twain,"A Connecticut Yankee in King Arthur's Court, Part 7.",
1930,1835.0,Mark Twain,"A Connecticut Yankee in King Arthur's Court, Part 8.",
1931,1835.0,Mark Twain,"A Connecticut Yankee in King Arthur's Court, Part 9.",
1932,1836.0,Marietta Holley,Sweet Cicely — or Josiah Allen as a Politician,
1933,1862.0,O. Henry,The Gift of the Magi,1906.0
1934,1811.0,William Makepeace Thackeray,The History of Pendennis,1849.0
1935,1789.0,Michael Scott,Tom Cringle's Log,1833.0
1936,1881.0,P. G. Wodehouse,William Tell Told Again,1904.0
1937,1850.0,Edward Bellamy,Equality,1897.0
1938,1866.0,H. G. Wells,The History of Mr. Polly,
1939,1837.0,William Dean Howells,The Leatherwood God,
1940,,George W. Gough,The Yeoman Adventurer,
1941,1832.0,G. A. Henty,"With Buller in Natal, Or, a Born Leader",
1942,1841.0,Bracebridge Hemyng,Jack Harkaway and His Son's Escape from the Brigands of Greece,
1943,1846.0,Julian Hawthorne,Archibald Malmaison,
1944,1832.0,G. A. Henty,Among Malay Pirates : a Tale of Adventure and Peril,
1945,,Emma Gellibrand,J. Cole,
1946,1832.0,Hesba Stretton,Brought Home,
1947,1837.0,William Dean Howells,Indian Summer,1886.0
1948,,Susan Glaspell,Lifted Masks; stories,
1949,1878.0,John Masefield,Jim Davis,
1950,1764.0,Ann Ward Radcliffe,A Sicilian Romance,
1951,1804.0,Nathaniel Hawthorne,"Septimius Felton, or, the Elixir of Life",
1952,1854.0,F. Marion Crawford,An American Politician: A Novel,
1953,1823.0,Charlotte Mary Yonge,Chantry House,
1954,1815.0,Anthony Trollope,The Eustace Diamonds,1872.0
1955,1823.0,Charlotte Mary Yonge,Grisly Grisell,1893.0
1956,1841.0,W. H. Hudson,A Crystal Age,
1957,1837.0,William Dean Howells,The Minister's Charge,
1958,1804.0,Benjamin Disraeli,Coningsby,
1959,1876.0,Sherwood Anderson,Poor White: A Novel,
1960,1881.0,P. G. Wodehouse,Mike,1909.0
1961,1884.0,Margaret Widdemer,The Wishing-Ring Man,
1962,1843.0,Henry James,The Awkward Age,1899.0
1963,1844.0,Margaret Sidney,The Adventures of Joel Pepper,
1964,1825.0,R. D. Blackmore,Springhaven: A Tale of the Great War,
1965,1876.0,Sherwood Anderson,Windy McPherson's Son,1916.0
1966,1867.0,Henry Lawson,The Rising of the Court,
1967,1877.0,George Allan England,Darkness and Dawn,1914.0
1968,1881.0,P. G. Wodehouse,The Adventures of Sally,
1969,1848.0,James Otis,Richard of Jamestown : a Story of the Virginia Colony,
1970,1811.0,William Makepeace Thackeray,The Newcomes: Memoirs of a Most Respectable Family,
1971,1819.0,George Eliot,Daniel Deronda,1876.0
1972,1850.0,Edward Bellamy,The Duke of Stockbridge: A Romance of Shays' Rebellion,
1973,1878.0,Lord Dunsany,The Book of Wonder,
1974,1848.0,James Otis,Toby Tyler,
1975,,Amy Brooks,Dorothy Dainty at Glenmore,
1976,1815.0,Anthony Trollope,The Three Clerks,1857.0
1977,1859.0,Irving Bacheller,The Master of Silence: A Romance,
1978,1865.0,Robert W. Chambers,The Fighting Chance,
1979,1840.0,Edward Sylvester Ellis,The Daughter of the Chieftain : the Story of an Indian Girl,
1980,1844.0,Charles Felton Pidgin,Further Adventures of Quincy Adams Sawyer and Mason Corner Folks,
1981,1837.0,William Dean Howells,Annie Kilburn : a Novel,
1982,1840.0,Edward Sylvester Ellis,The Huge Hunter,
1983,1858.0,Randall Parrish,Keith of the Border: A Tale of the Plains,
1984,1805.0,H. C. Andersen,"O. T., A Danish Romance",
1985,1862.0,Edith Wharton,Crucial Instances,
1986,1862.0,Edith Wharton,Sanctuary,1903.0
1987,1882.0,Katharine Newlin Burt,Snow-Blind,
1988,1878.0,Upton Sinclair,King Coal : a Novel,
1989,1803.0,Edward Bulwer Lytton Lytton,The Caxtons: A Family Picture,
1990,1803.0,Edward Bulwer Lytton Lytton,Zicci: A Tale,
1991,1803.0,Edward Bulwer Lytton Lytton,Eugene Aram,
1992,1803.0,Edward Bulwer Lytton Lytton,Pelham,
1993,1803.0,Edward Bulwer Lytton Lytton,Devereux,
1994,1803.0,Edward Bulwer Lytton Lytton,The Disowned,
1995,1803.0,Edward Bulwer Lytton Lytton,Ernest Maltravers,
1996,1803.0,Edward Bulwer Lytton Lytton,Kenelm Chillingly,
1997,1803.0,Edward Bulwer Lytton Lytton,What Will He Do with It?,
1998,1803.0,Edward Bulwer Lytton Lytton,Harold : the Last of the Saxon Kings,
1999,1803.0,Edward Bulwer Lytton Lytton,Lucretia,
2000,1803.0,Edward Bulwer Lytton Lytton,A Strange Story,
2001,1803.0,Edward Bulwer Lytton Lytton,The Last of the Barons,
2002,1803.0,Edward Bulwer Lytton Lytton,Paul Clifford,
2003,1803.0,Edward Bulwer Lytton Lytton,Godolphin,
2004,1803.0,Edward Bulwer Lytton Lytton,Falkland,
2005,1852.0,Robert Grant,The Law-Breakers and Other Stories,
2006,1839.0,1839-1908 Ouida,A Dog of Flanders,
2007,1878.0,Upton Sinclair,"The Journal of Arthur Stirling : (""The Valley of the Shadow"")",
2008,,Daniel Defoe,Of Captain Mission,
2009,1859.0,Earle Ashley Walcott,Blindfolded,
2010,1852.0,George Moore,Memoirs of My Dead Life,
2011,1850.0,Laura Elizabeth Howe Richards,Captain January,
2012,1837.0,William Dean Howells,The Lady of the Aroostook,
2013,,Sherred Willcox Adams,Five Little Friends,
2014,1863.0,Annie F. Johnston,Georgina of the Rainbows,
2015,,Nellie M. Leonard,"Grand-Daddy Whiskers, M.D.",
2016,,James Cowan,Daybreak: A Romance of an Old World,
2017,1819.0,Charles Kingsley,"Hereward, the Last of the English",1866.0
2018,1804.0,Benjamin Disraeli,The Voyage of Captain Popanilla,
2019,1796.0,Thomas Chandler Haliburton,The Attaché,
2020,1796.0,Thomas Chandler Haliburton,The Attaché,
2021,1796.0,Thomas Chandler Haliburton,The Attaché,
2022,1867.0,J. Stewart Barney,L.P.M. : The End of the Great War,
2023,1841.0,W. H. Hudson,Fan : The Story of a Young Girl's Life,
2024,1832.0,G. A. Henty,When London Burned : a Story of Restoration Times and the Great Fire,
2025,1867.0,David Graham Phillips,The Deluge,
2026,1836.0,Marietta Holley,Samantha on the Woman Question,
2027,1804.0,Benjamin Disraeli,Lothair,1870.0
2028,1883.0,Beatrice Forbes-Robertson Hale,The Nest Builder: A Novel,
2029,1837.0,William Dean Howells,A Foregone Conclusion,
2030,1804.0,Benjamin Disraeli,The Rise of Iskander,
2031,1880.0,Joseph Hergesheimer,The Happy End,1919.0
2032,,Roy Rockwood,Jack North's Treasure Hunt,
2033,1861.0,Frederic Remington,The Way of an Indian,
2034,1862.0,Joseph A. Altsheler,The Sword of Antietam: A Story of the Nation's Crisis,
2035,,Juliana Horatia Ewing,"Jackanapes, Daddy Darwin's Dovecot and Other Stories",
2036,1850.0,Ella Wheeler Wilcox,An Ambitious Man,
2037,1861.0,Frederic Remington,Crooked Trails,
2038,1832.0,G. A. Henty,Tales of Daring and Danger,
2039,1840.0,Edward Sylvester Ellis,"The Life of Kit Carson: Hunter, Trapper, Guide, Indian Agent and Colonel U.S.A.",
2040,1864.0,Richard Harding Davis,In the Fog,
2041,1884.0,Hugh Walpole,Fortitude,
2042,,Wilkie Collins,Blind Love,
2043,1824.0,Wilkie Collins,The Dead Alive,2005.0
2044,1824.0,Wilkie Collins,Heart and Science: A Story of the Present Time,1883.0
2045,1824.0,Wilkie Collins,Hide and Seek,
2046,1824.0,Wilkie Collins,The Fallen Leaves,
2047,1814.0,Charles Reade,A Terrible Temptation: A Story of To-Day,
2048,,Amy; Davis Prentice,The Gray Goose's Story,
2049,,Amy Prentice,Mouser Cat's Story,
2050,1804.0,Benjamin Disraeli,Endymion,1880.0
2051,1875.0,Rafael Sabatini,The Historical Nights' Entertainment: Second Series,
2052,1859.0,Arthur Conan Doyle,The Mystery of Cloomber,1889.0
2053,1789.0,James Fenimore Cooper,The Pilot: A Tale of the Sea,1823.0
2054,1771.0,Walter Scott,The Fair Maid of Perth,1828.0
2055,1867.0,David Graham Phillips,The Great God Success: A Novel,
2056,1856.0,Francis Lynde,A Fool for Love,
2057,1851.0,Humphry Ward,The History of David Grieve,
2058,1843.0,Henry James,A Passionate Pilgrim,1871.0
2059,1843.0,Henry James,Louisa Pallant,
2060,1819.0,Herman Melville,"Redburn. His First Voyage
Being the Sailor Boy Confessions and Reminiscences of the Son-Of-A-Gentleman in the Merchant Navy",
2061,1880.0,E. H. Young,The Misses Mallett (The Bridge Dividing),
2062,1884.0,Hugh Walpole,The Cathedral: A Novel,
2063,,Gertrude W. Morrison,"The Girls of Central High Aiding the Red Cross
Or, Amateur Theatricals for a Worthy Cause",
2064,1879.0,Edgar Franklin,Mr. Hawkins' Humorous Adventures,
2065,1880.0,E. M. Hull,The shadow of the East,
2066,1865.0,Rudyard Kipling,The Man Who Would Be King,1888.0
2067,1853.0,Henry Clarke,Miss Merivale's Mistake,
2068,1868.0,H. Irving Hancock,The Young Engineers in Arizona,
2069,1832.0,G. A. Henty,Colonel Thorndyke's Secret,1898.0
2070,1881.0,P. G. Wodehouse,My Man Jeeves,1919.0
2071,1878.0,Jeffery Farnol,The Geste of Duke Jocelyn,
2072,1881.0,P. G. Wodehouse,"The Politeness of Princes, and Other School Stories",
2073,1845.0,Charles Willing Beale,The Ghost of Guir House,
2074,1878.0,Lord Dunsany,Time and the Gods,
2075,1856.0,H. Rider Haggard,The Ghost Kings,1908.0
2076,1832.0,Louisa May Alcott,The Mysterious Key and What It Opened,
2077,1881.0,P. G. Wodehouse,A Wodehouse Miscellany: Articles & Stories,
2078,1872.0,H. A. Cody,The Fourth Watch,
2079,1851.0,Garrett Putman Serviss,The Moon Metal,
2080,1824.0,George MacDonald,Mary Marston,1881.0
2081,1837.0,William Dean Howells,A Modern Instance,1882.0
2082,1803.0,Edward Bulwer Lytton Lytton,The Pilgrims of the Rhine,
2083,,Laura Lee Hope,The Outdoor Girls at Wild Rose Lodge,
2084,1847.0,Mary Hallock Foote,The Desert and the Sown,
2085,1771.0,Charles Brockden Brown,Edgar Huntly,1799.0
2086,1837.0,William Dean Howells,Through the Eye of the Needle: A Romance,
2087,1802.0,Catharine Parr Strickland Traill,Canadian Crusoes: A Tale of the Rice Lake Plains,
2088,1831.0,Amelia Ann Blanford Edwards,Monsieur Maurice,
2089,1832.0,Louisa May Alcott,Pauline's Passion and Punishment,
2090,1875.0,Samuel Merwin,The Short Line War,
2091,1862.0,Carolyn Wells,Ptomaine Street: The Tale of Warble Petticoat,
2092,1859.0,Arthur Conan Doyle,The Doings of Raffles Haw,1892.0
2093,1898.0,Stephen Vincent Benét,Young People's Pride: A Novel,
2094,1771.0,Charles Brockden Brown,Jane Talbot,
2095,1853.0,Hall Caine,The Christian: A Story,
